sales_fact_id,order_id,order_line_number,customer_key,customer_id,product_key,product_id,product_name,category,date_key,order_date,order_timestamp,region_key,region_name,customer_segment,quantity,unit_price,discount_amount,gross_amount,net_amount,payment_method
593,ORD_100593,1,30,CUST_0030,10,PROD_0010,Smartwatches Pro-Series 1,Consumer Electronics,20250616,2025-06-16,2025-06-16 18:00:00,3,APAC,VIP,4,238.77,47.75,955.08,907.33,Apple Pay
594,ORD_100594,1,140,CUST_0140,24,PROD_0024,Robotic Vacuums Pro-Series 3,Home & Kitchen,20250617,2025-06-17,2025-06-17 01:00:00,4,LATAM,Standard,3,106.82,0.0,320.46,320.46,Apple Pay
595,ORD_100595,1,328,CUST_0328,5,PROD_0005,Laptops Pro-Series 2,Consumer Electronics,20251026,2025-10-26,2025-10-26 16:00:00,2,EMEA,Standard,2,144.32,0.0,288.64,288.64,PayPal
596,ORD_100596,1,447,CUST_0447,21,PROD_0021,Blenders Pro-Series 3,Home & Kitchen,20260711,2026-07-11,2026-07-11 10:00:00,3,APAC,Standard,3,137.29,41.19,411.87,370.68,Credit Card
597,ORD_100597,1,181,CUST_0181,10,PROD_0010,Smartwatches Pro-Series 1,Consumer Electronics,20260702,2026-07-02,2026-07-02 18:00:00,1,North America,Premium,2,238.77,47.75,477.54,429.79,Apple Pay
598,ORD_100598,1,175,CUST_0175,11,PROD_0011,Smartwatches Pro-Series 2,Consumer Electronics,20260512,2026-05-12,2026-05-12 13:00:00,1,North America,VIP,2,627.26,62.73,1254.52,1191.79,PayPal
599,ORD_100599,1,315,CUST_0315,45,PROD_0045,Audiobooks Pro-Series 3,Books & Media,20250712,2025-07-12,2025-07-12 17:00:00,1,North America,Premium,4,512.51,307.51,2050.04,1742.53,Credit Card
600,ORD_100600,1,473,CUST_0473,2,PROD_0002,Smartphones Pro-Series 2,Consumer Electronics,20250430,2025-04-30,2025-04-30 04:00:00,4,LATAM,Standard,3,484.7,145.41,1454.1,1308.69,Apple Pay
601,ORD_100601,1,456,CUST_0456,39,PROD_0039,Hardcover Novels Pro-Series 3,Books & Media,20250523,2025-05-23,2025-05-23 14:00:00,3,APAC,Standard,2,217.64,43.53,435.28,391.75,Credit Card
602,ORD_100602,1,66,CUST_0066,45,PROD_0045,Audiobooks Pro-Series 3,Books & Media,20250502,2025-05-02,2025-05-02 07:00:00,2,EMEA,Standard,2,512.51,102.5,1025.02,922.52,PayPal
603,ORD_100603,1,41,CUST_0041,28,PROD_0028,Women's Sneakers Pro-Series 1,Apparel & Fashion,20250803,2025-08-03,2025-08-03 04:00:00,1,North America,Standard,1,301.74,0.0,301.74,301.74,Debit Card
604,ORD_100604,1,101,CUST_0101,7,PROD_0007,Audio Headphones Pro-Series 1,Consumer Electronics,20260318,2026-03-18,2026-03-18 01:00:00,1,North America,Standard,5,136.35,0.0,681.75,681.75,Debit Card
605,ORD_100605,1,23,CUST_0023,5,PROD_0005,Laptops Pro-Series 2,Consumer Electronics,20250502,2025-05-02,2025-05-02 08:00:00,3,APAC,Premium,1,144.32,0.0,144.32,144.32,Credit Card
606,ORD_100606,1,462,CUST_0462,13,PROD_0013,Coffee Makers Pro-Series 1,Home & Kitchen,20250730,2025-07-30,2025-07-30 18:00:00,2,EMEA,Standard,3,177.25,0.0,531.75,531.75,Credit Card
607,ORD_100607,1,483,CUST_0483,18,PROD_0018,Air Fryers Pro-Series 3,Home & Kitchen,20250530,2025-05-30,2025-05-30 23:00:00,3,APAC,Premium,3,497.95,74.69,1493.85,1419.16,PayPal
608,ORD_100608,1,35,CUST_0035,7,PROD_0007,Audio Headphones Pro-Series 1,Consumer Electronics,20260602,2026-06-02,2026-06-02 18:00:00,1,North America,Standard,5,136.35,34.09,681.75,647.66,PayPal
609,ORD_100609,1,462,CUST_0462,35,PROD_0035,Watches Pro-Series 2,Apparel & Fashion,20251016,2025-10-16,2025-10-16 05:00:00,1,North America,Standard,1,495.6,24.78,495.6,470.82,Debit Card
610,ORD_100610,1,302,CUST_0302,12,PROD_0012,Smartwatches Pro-Series 3,Consumer Electronics,20260111,2026-01-11,2026-01-11 22:00:00,4,LATAM,Standard,1,414.15,20.71,414.15,393.44,Apple Pay
611,ORD_100611,1,110,CUST_0110,33,PROD_0033,Sportswear Pro-Series 3,Apparel & Fashion,20260124,2026-01-24,2026-01-24 13:00:00,2,EMEA,Standard,4,230.01,0.0,920.04,920.04,Apple Pay
612,ORD_100612,1,57,CUST_0057,34,PROD_0034,Watches Pro-Series 1,Apparel & Fashion,20250507,2025-05-07,2025-05-07 14:00:00,2,EMEA,Standard,4,277.89,111.16,1111.56,1000.4,Apple Pay
613,ORD_100613,1,21,CUST_0021,6,PROD_0006,Laptops Pro-Series 3,Consumer Electronics,20260725,2026-07-25,2026-07-25 23:00:00,3,APAC,Premium,4,304.52,0.0,1218.08,1218.08,Debit Card
614,ORD_100614,1,308,CUST_0308,20,PROD_0020,Blenders Pro-Series 2,Home & Kitchen,20251018,2025-10-18,2025-10-18 14:00:00,4,LATAM,Premium,2,80.82,24.25,161.64,137.39,Apple Pay
615,ORD_100615,1,439,CUST_0439,5,PROD_0005,Laptops Pro-Series 2,Consumer Electronics,20260315,2026-03-15,2026-03-15 06:00:00,4,LATAM,Standard,3,144.32,21.65,432.96,411.31,Credit Card
616,ORD_100616,1,54,CUST_0054,26,PROD_0026,Men's Jackets Pro-Series 2,Apparel & Fashion,20260519,2026-05-19,2026-05-19 21:00:00,4,LATAM,Standard,5,387.88,0.0,1939.4,1939.4,Credit Card
617,ORD_100617,1,206,CUST_0206,45,PROD_0045,Audiobooks Pro-Series 3,Books & Media,20250527,2025-05-27,2025-05-27 12:00:00,1,North America,Standard,2,512.51,0.0,1025.02,1025.02,Apple Pay
618,ORD_100618,1,103,CUST_0103,39,PROD_0039,Hardcover Novels Pro-Series 3,Books & Media,20250723,2025-07-23,2025-07-23 10:00:00,4,LATAM,Premium,1,217.64,10.88,217.64,206.76,Debit Card
619,ORD_100619,1,392,CUST_0392,38,PROD_0038,Hardcover Novels Pro-Series 2,Books & Media,20260527,2026-05-27,2026-05-27 08:00:00,3,APAC,Premium,4,157.75,63.1,631.0,567.9,Debit Card
620,ORD_100620,1,262,CUST_0262,18,PROD_0018,Air Fryers Pro-Series 3,Home & Kitchen,20260219,2026-02-19,2026-02-19 15:00:00,2,EMEA,Standard,4,497.95,0.0,1991.8,1991.8,Credit Card
621,ORD_100621,1,255,CUST_0255,15,PROD_0015,Coffee Makers Pro-Series 3,Home & Kitchen,20250914,2025-09-14,2025-09-14 15:00:00,2,EMEA,Standard,1,397.04,0.0,397.04,397.04,Credit Card
622,ORD_100622,1,348,CUST_0348,2,PROD_0002,Smartphones Pro-Series 2,Consumer Electronics,20250311,2025-03-11,2025-03-11 15:00:00,2,EMEA,Standard,4,484.7,193.88,1938.8,1744.92,PayPal
623,ORD_100623,1,320,CUST_0320,7,PROD_0007,Audio Headphones Pro-Series 1,Consumer Electronics,20251107,2025-11-07,2025-11-07 19:00:00,1,North America,Premium,5,136.35,102.26,681.75,579.49,Debit Card
624,ORD_100624,1,339,CUST_0339,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20250726,2025-07-26,2025-07-26 09:00:00,4,LATAM,Premium,5,106.55,53.28,532.75,479.47,Apple Pay
625,ORD_100625,1,10,CUST_0010,3,PROD_0003,Smartphones Pro-Series 3,Consumer Electronics,20260708,2026-07-08,2026-07-08 17:00:00,4,LATAM,Standard,1,194.64,29.2,194.64,165.44,Debit Card
626,ORD_100626,1,227,CUST_0227,30,PROD_0030,Women's Sneakers Pro-Series 3,Apparel & Fashion,20251119,2025-11-19,2025-11-19 12:00:00,1,North America,Standard,1,378.05,18.9,378.05,359.15,Apple Pay
627,ORD_100627,1,221,CUST_0221,9,PROD_0009,Audio Headphones Pro-Series 3,Consumer Electronics,20250618,2025-06-18,2025-06-18 15:00:00,3,APAC,Standard,4,512.06,307.24,2048.24,1741.0,Credit Card
628,ORD_100628,1,252,CUST_0252,43,PROD_0043,Audiobooks Pro-Series 1,Books & Media,20260806,2026-08-06,2026-08-06 21:00:00,4,LATAM,Standard,4,262.83,52.57,1051.32,998.75,Credit Card
629,ORD_100629,1,254,CUST_0254,38,PROD_0038,Hardcover Novels Pro-Series 2,Books & Media,20260205,2026-02-05,2026-02-05 08:00:00,4,LATAM,Premium,5,157.75,78.88,788.75,709.87,Apple Pay
630,ORD_100630,1,15,CUST_0015,38,PROD_0038,Hardcover Novels Pro-Series 2,Books & Media,20251125,2025-11-25,2025-11-25 01:00:00,1,North America,Premium,2,157.75,31.55,315.5,283.95,Apple Pay
631,ORD_100631,1,392,CUST_0392,41,PROD_0041,Tech Guides Pro-Series 2,Books & Media,20260821,2026-08-21,2026-08-21 00:00:00,3,APAC,Premium,4,539.9,0.0,2159.6,2159.6,Debit Card
632,ORD_100632,1,211,CUST_0211,23,PROD_0023,Robotic Vacuums Pro-Series 2,Home & Kitchen,20251220,2025-12-20,2025-12-20 11:00:00,1,North America,Standard,2,80.72,8.07,161.44,153.37,PayPal
633,ORD_100633,1,44,CUST_0044,45,PROD_0045,Audiobooks Pro-Series 3,Books & Media,20251116,2025-11-16,2025-11-16 18:00:00,1,North America,Premium,3,512.51,0.0,1537.53,1537.53,Apple Pay
634,ORD_100634,1,276,CUST_0276,21,PROD_0021,Blenders Pro-Series 3,Home & Kitchen,20250623,2025-06-23,2025-06-23 00:00:00,1,North America,Premium,4,137.29,82.37,549.16,466.79,Debit Card
635,ORD_100635,1,357,CUST_0357,31,PROD_0031,Sportswear Pro-Series 1,Apparel & Fashion,20251001,2025-10-01,2025-10-01 00:00:00,1,North America,Premium,3,610.97,274.94,1832.91,1557.97,Debit Card
636,ORD_100636,1,51,CUST_0051,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20251127,2025-11-27,2025-11-27 18:00:00,1,North America,Standard,2,106.55,21.31,213.1,191.79,Debit Card
637,ORD_100637,1,174,CUST_0174,11,PROD_0011,Smartwatches Pro-Series 2,Consumer Electronics,20260530,2026-05-30,2026-05-30 21:00:00,3,APAC,Standard,3,627.26,282.27,1881.78,1599.51,PayPal
638,ORD_100638,1,434,CUST_0434,5,PROD_0005,Laptops Pro-Series 2,Consumer Electronics,20260524,2026-05-24,2026-05-24 20:00:00,2,EMEA,VIP,3,144.32,43.3,432.96,389.66,Credit Card
639,ORD_100639,1,206,CUST_0206,15,PROD_0015,Coffee Makers Pro-Series 3,Home & Kitchen,20251101,2025-11-01,2025-11-01 18:00:00,1,North America,Standard,5,397.04,0.0,1985.2,1985.2,Apple Pay
640,ORD_100640,1,291,CUST_0291,34,PROD_0034,Watches Pro-Series 1,Apparel & Fashion,20251007,2025-10-07,2025-10-07 02:00:00,4,LATAM,Premium,4,277.89,55.58,1111.56,1055.98,Apple Pay
641,ORD_100641,1,422,CUST_0422,20,PROD_0020,Blenders Pro-Series 2,Home & Kitchen,20250320,2025-03-20,2025-03-20 20:00:00,3,APAC,Premium,4,80.82,32.33,323.28,290.95,PayPal
642,ORD_100642,1,129,CUST_0129,40,PROD_0040,Tech Guides Pro-Series 1,Books & Media,20260301,2026-03-01,2026-03-01 12:00:00,4,LATAM,Premium,5,507.6,126.9,2538.0,2411.1,Credit Card
643,ORD_100643,1,296,CUST_0296,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20260613,2026-06-13,2026-06-13 05:00:00,2,EMEA,Standard,4,106.55,42.62,426.2,383.58,Debit Card
644,ORD_100644,1,321,CUST_0321,4,PROD_0004,Laptops Pro-Series 1,Consumer Electronics,20260803,2026-08-03,2026-08-03 23:00:00,2,EMEA,Standard,3,328.32,147.74,984.96,837.22,PayPal
645,ORD_100645,1,383,CUST_0383,44,PROD_0044,Audiobooks Pro-Series 2,Books & Media,20250904,2025-09-04,2025-09-04 04:00:00,3,APAC,Standard,4,86.85,52.11,347.4,295.29,Apple Pay
646,ORD_100646,1,105,CUST_0105,27,PROD_0027,Men's Jackets Pro-Series 3,Apparel & Fashion,20250307,2025-03-07,2025-03-07 20:00:00,3,APAC,Premium,3,452.99,67.95,1358.97,1291.02,Apple Pay
647,ORD_100647,1,123,CUST_0123,8,PROD_0008,Audio Headphones Pro-Series 2,Consumer Electronics,20250830,2025-08-30,2025-08-30 12:00:00,2,EMEA,Standard,2,596.84,0.0,1193.68,1193.68,PayPal
648,ORD_100648,1,249,CUST_0249,36,PROD_0036,Watches Pro-Series 3,Apparel & Fashion,20251114,2025-11-14,2025-11-14 14:00:00,4,LATAM,Standard,4,387.69,0.0,1550.76,1550.76,PayPal
649,ORD_100649,1,70,CUST_0070,2,PROD_0002,Smartphones Pro-Series 2,Consumer Electronics,20250613,2025-06-13,2025-06-13 08:00:00,3,APAC,Standard,3,484.7,72.7,1454.1,1381.4,Credit Card
650,ORD_100650,1,29,CUST_0029,6,PROD_0006,Laptops Pro-Series 3,Consumer Electronics,20260513,2026-05-13,2026-05-13 00:00:00,3,APAC,Premium,5,304.52,152.26,1522.6,1370.34,Credit Card
651,ORD_100651,1,344,CUST_0344,43,PROD_0043,Audiobooks Pro-Series 1,Books & Media,20260221,2026-02-21,2026-02-21 11:00:00,1,North America,Standard,4,262.83,52.57,1051.32,998.75,PayPal
652,ORD_100652,1,377,CUST_0377,33,PROD_0033,Sportswear Pro-Series 3,Apparel & Fashion,20250425,2025-04-25,2025-04-25 18:00:00,1,North America,Standard,5,230.01,115.0,1150.05,1035.05,Debit Card
653,ORD_100653,1,308,CUST_0308,8,PROD_0008,Audio Headphones Pro-Series 2,Consumer Electronics,20250403,2025-04-03,2025-04-03 07:00:00,3,APAC,Premium,3,596.84,268.58,1790.52,1521.94,PayPal
654,ORD_100654,1,74,CUST_0074,7,PROD_0007,Audio Headphones Pro-Series 1,Consumer Electronics,20260310,2026-03-10,2026-03-10 06:00:00,2,EMEA,Premium,2,136.35,27.27,272.7,245.43,Debit Card
655,ORD_100655,1,442,CUST_0442,38,PROD_0038,Hardcover Novels Pro-Series 2,Books & Media,20260223,2026-02-23,2026-02-23 08:00:00,1,North America,Standard,4,157.75,63.1,631.0,567.9,Credit Card
656,ORD_100656,1,217,CUST_0217,31,PROD_0031,Sportswear Pro-Series 1,Apparel & Fashion,20251121,2025-11-21,2025-11-21 17:00:00,2,EMEA,Premium,3,610.97,91.65,1832.91,1741.26,Apple Pay
657,ORD_100657,1,189,CUST_0189,20,PROD_0020,Blenders Pro-Series 2,Home & Kitchen,20260502,2026-05-02,2026-05-02 22:00:00,1,North America,Standard,5,80.82,0.0,404.1,404.1,Credit Card
658,ORD_100658,1,283,CUST_0283,25,PROD_0025,Men's Jackets Pro-Series 1,Apparel & Fashion,20250903,2025-09-03,2025-09-03 08:00:00,3,APAC,Standard,3,381.42,0.0,1144.26,1144.26,PayPal
659,ORD_100659,1,5,CUST_0005,26,PROD_0026,Men's Jackets Pro-Series 2,Apparel & Fashion,20260330,2026-03-30,2026-03-30 12:00:00,3,APAC,Standard,3,387.88,0.0,1163.64,1163.64,PayPal
660,ORD_100660,1,441,CUST_0441,11,PROD_0011,Smartwatches Pro-Series 2,Consumer Electronics,20251101,2025-11-01,2025-11-01 06:00:00,4,LATAM,Standard,3,627.26,282.27,1881.78,1599.51,Credit Card
661,ORD_100661,1,422,CUST_0422,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20251008,2025-10-08,2025-10-08 02:00:00,4,LATAM,Premium,4,106.55,42.62,426.2,383.58,Debit Card
662,ORD_100662,1,358,CUST_0358,17,PROD_0017,Air Fryers Pro-Series 2,Home & Kitchen,20250413,2025-04-13,2025-04-13 05:00:00,1,North America,Standard,3,438.78,197.45,1316.34,1118.89,Apple Pay
663,ORD_100663,1,15,CUST_0015,4,PROD_0004,Laptops Pro-Series 1,Consumer Electronics,20260410,2026-04-10,2026-04-10 22:00:00,2,EMEA,Premium,4,328.32,65.66,1313.28,1247.62,Credit Card
664,ORD_100664,1,322,CUST_0322,20,PROD_0020,Blenders Pro-Series 2,Home & Kitchen,20260215,2026-02-15,2026-02-15 06:00:00,3,APAC,Premium,5,80.82,0.0,404.1,404.1,Credit Card
665,ORD_100665,1,265,CUST_0265,42,PROD_0042,Tech Guides Pro-Series 3,Books & Media,20250611,2025-06-11,2025-06-11 07:00:00,2,EMEA,Standard,5,201.79,151.34,1008.95,857.61,Apple Pay
666,ORD_100666,1,448,CUST_0448,9,PROD_0009,Audio Headphones Pro-Series 3,Consumer Electronics,20260408,2026-04-08,2026-04-08 15:00:00,3,APAC,Premium,2,512.06,102.41,1024.12,921.71,Apple Pay
667,ORD_100667,1,213,CUST_0213,24,PROD_0024,Robotic Vacuums Pro-Series 3,Home & Kitchen,20250723,2025-07-23,2025-07-23 02:00:00,2,EMEA,VIP,4,106.82,64.09,427.28,363.19,PayPal
668,ORD_100668,1,473,CUST_0473,36,PROD_0036,Watches Pro-Series 3,Apparel & Fashion,20250122,2025-01-22,2025-01-22 00:00:00,2,EMEA,Standard,1,387.69,58.15,387.69,329.54,PayPal
669,ORD_100669,1,437,CUST_0437,11,PROD_0011,Smartwatches Pro-Series 2,Consumer Electronics,20250926,2025-09-26,2025-09-26 22:00:00,1,North America,Premium,4,627.26,376.36,2509.04,2132.68,Apple Pay
670,ORD_100670,1,491,CUST_0491,24,PROD_0024,Robotic Vacuums Pro-Series 3,Home & Kitchen,20250602,2025-06-02,2025-06-02 02:00:00,2,EMEA,Standard,5,106.82,0.0,534.1,534.1,Credit Card
671,ORD_100671,1,396,CUST_0396,30,PROD_0030,Women's Sneakers Pro-Series 3,Apparel & Fashion,20260623,2026-06-23,2026-06-23 13:00:00,4,LATAM,Standard,1,378.05,18.9,378.05,359.15,PayPal
672,ORD_100672,1,148,CUST_0148,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20250715,2025-07-15,2025-07-15 08:00:00,4,LATAM,Standard,2,106.55,31.96,213.1,181.14,PayPal
673,ORD_100673,1,373,CUST_0373,44,PROD_0044,Audiobooks Pro-Series 2,Books & Media,20250809,2025-08-09,2025-08-09 09:00:00,2,EMEA,Standard,4,86.85,17.37,347.4,330.03,Debit Card
674,ORD_100674,1,149,CUST_0149,17,PROD_0017,Air Fryers Pro-Series 2,Home & Kitchen,20250530,2025-05-30,2025-05-30 00:00:00,2,EMEA,Premium,5,438.78,329.08,2193.9,1864.82,PayPal
675,ORD_100675,1,351,CUST_0351,42,PROD_0042,Tech Guides Pro-Series 3,Books & Media,20260114,2026-01-14,2026-01-14 18:00:00,4,LATAM,Standard,1,201.79,0.0,201.79,201.79,Debit Card
676,ORD_100676,1,499,CUST_0499,45,PROD_0045,Audiobooks Pro-Series 3,Books & Media,20250517,2025-05-17,2025-05-17 10:00:00,4,LATAM,Standard,2,512.51,153.75,1025.02,871.27,Debit Card
677,ORD_100677,1,49,CUST_0049,36,PROD_0036,Watches Pro-Series 3,Apparel & Fashion,20250920,2025-09-20,2025-09-20 02:00:00,1,North America,Standard,1,387.69,38.77,387.69,348.92,PayPal
678,ORD_100678,1,311,CUST_0311,43,PROD_0043,Audiobooks Pro-Series 1,Books & Media,20260428,2026-04-28,2026-04-28 11:00:00,1,North America,Standard,1,262.83,26.28,262.83,236.55,Debit Card
679,ORD_100679,1,344,CUST_0344,24,PROD_0024,Robotic Vacuums Pro-Series 3,Home & Kitchen,20251106,2025-11-06,2025-11-06 12:00:00,2,EMEA,Standard,5,106.82,0.0,534.1,534.1,PayPal
680,ORD_100680,1,258,CUST_0258,32,PROD_0032,Sportswear Pro-Series 2,Apparel & Fashion,20250924,2025-09-24,2025-09-24 05:00:00,3,APAC,Standard,4,106.55,21.31,426.2,404.89,Credit Card
681,ORD_100681,1,272,CUST_0272,28,PROD_0028,Women's Sneakers Pro-Series 1,Apparel & Fashion,20251121,2025-11-21,2025-11-21 22:00:00,2,EMEA,Standard,3,301.74,0.0,905.22,905.22,Apple Pay
682,ORD_100682,1,256,CUST_0256,18,PROD_0018,Air Fryers Pro-Series 3,Home & Kitchen,20250215,2025-02-15,2025-02-15 04:00:00,3,APAC,Premium,4,497.95,199.18,1991.8,1792.62,Apple Pay
683,ORD_100683,1,161,CUST_0161,28,PROD_0028,Women's Sneakers Pro-Series 1,Apparel & Fashion,20250928,2025-09-28,2025-09-28 16:00:00,2,EMEA,Standard,3,301.74,135.78,905.22,769.44,PayPal
684,ORD_100684,1,326,CUST_0326,29,PROD_0029,Women's Sneakers Pro-Series 2,Apparel & Fashion,20260724,2026-07-24,2026-07-24 21:00:00,1,North America,Premium,2,420.39,42.04,840.78,798.74,Credit Card
685,ORD_100685,1,19,CUST_0019,31,PROD_0031,Sportswear Pro-Series 1,Apparel & Fashion,20250824,2025-08-24,2025-08-24 05:00:00,3,APAC,Standard,2,610.97,183.29,1221.94,1038.65,Debit Card
686,ORD_100686,1,21,CUST_0021,29,PROD_0029,Women's Sneakers Pro-Series 2,Apparel & Fashion,20250429,2025-04-29,2025-04-29 15:00:00,3,APAC,Premium,5,420.39,315.29,2101.95,1786.66,Debit Card
687,ORD_100687,1,434,CUST_0434,10,PROD_0010,Smartwatches Pro-Series 1,Consumer Electronics,20260520,2026-05-20,2026-05-20 03:00:00,1,North America,VIP,3,238.77,0.0,716.31,716.31,PayPal
688,ORD_100688,1,428,CUST_0428,11,PROD_0011,Smartwatches Pro-Series 2,Consumer Electronics,20251018,2025-10-18,2025-10-18 05:00:00,3,APAC,Standard,5,627.26,156.82,3136.3,2979.48,Credit Card
689,ORD_100689,1,93,CUST_0093,27,PROD_0027,Men's Jackets Pro-Series 3,Apparel & Fashion,20260623,2026-06-23,2026-06-23 18:00:00,1,North America,Standard,2,452.99,135.9,905.98,770.08,Credit Card
690,ORD_100690,1,146,CUST_0146,44,PROD_0044,Audiobooks Pro-Series 2,Books & Media,20251203,2025-12-03,2025-12-03 00:00:00,1,North America,Premium,4,86.85,34.74,347.4,312.66,Credit Card
691,ORD_100691,1,15,CUST_0015,6,PROD_0006,Laptops Pro-Series 3,Consumer Electronics,20251128,2025-11-28,2025-11-28 04:00:00,4,LATAM,Premium,4,304.52,182.71,1218.08,1035.37,Apple Pay
692,ORD_100692,1,497,CUST_0497,3,PROD_0003,Smartphones Pro-Series 3,Consumer Electronics,20250106,2025-01-06,2025-01-06 10:00:00,4,LATAM,Premium,3,194.64,29.2,583.92,554.72,PayPal
693,ORD_100693,1,145,CUST_0145,21,PROD_0021,Blenders Pro-Series 3,Home & Kitchen,20250219,2025-02-19,2025-02-19 20:00:00,1,North America,Premium,1,137.29,20.59,137.29,116.7,Credit Card
694,ORD_100694,1,92,CUST_0092,16,PROD_0016,Air Fryers Pro-Series 1,Home & Kitchen,20260213,2026-02-13,2026-02-13 08:00:00,4,LATAM,VIP,1,403.75,0.0,403.75,403.75,PayPal
695,ORD_100695,1,400,CUST_0400,26,PROD_0026,Men's Jackets Pro-Series 2,Apparel & Fashion,20250616,2025-06-16,2025-06-16 12:00:00,3,APAC,Premium,2,387.88,0.0,775.76,775.76,Apple Pay
696,ORD_100696,1,377,CUST_0377,20,PROD_0020,Blenders Pro-Series 2,Home & Kitchen,20260518,2026-05-18,2026-05-18 13:00:00,2,EMEA,Standard,3,80.82,0.0,242.46,242.46,Apple Pay
697,ORD_100697,1,251,CUST_0251,29,PROD_0029,Women's Sneakers Pro-Series 2,Apparel & Fashion,20260609,2026-06-09,2026-06-09 06:00:00,4,LATAM,Premium,4,420.39,168.16,1681.56,1513.4,Debit Card
698,ORD_100698,1,416,CUST_0416,24,PROD_0024,Robotic Vacuums Pro-Series 3,Home & Kitchen,20250403,2025-04-03,2025-04-03 13:00:00,2,EMEA,VIP,4,106.82,64.09,427.28,363.19,Credit Card
699,ORD_100699,1,175,CUST_0175,30,PROD_0030,Women's Sneakers Pro-Series 3,Apparel & Fashion,20250211,2025-02-11,2025-02-11 16:00:00,2,EMEA,VIP,2,378.05,113.42,756.1,642.68,Credit Card
700,ORD_100700,1,224,CUST_0224,6,PROD_0006,Laptops Pro-Series 3,Consumer Electronics,20251025,2025-10-25,2025-10-25 14:00:00,4,LATAM,Premium,3,304.52,45.68,913.56,867.88,PayPal
701,ORD_100701,1,268,CUST_0268,28,PROD_0028,Women's Sneakers Pro-Series 1,Apparel & Fashion,20251104,2025-11-04,2025-11-04 07:00:00,3,APAC,Premium,5,301.74,0.0,1508.7,1508.7,Credit Card
702,ORD_100702,1,56,CUST_0056,33,PROD_0033,Sportswear Pro-Series 3,Apparel & Fashion,20250216,2025-02-16,2025-02-16 16:00:00,4,LATAM,Standard,4,230.01,0.0,920.04,920.04,Debit Card
703,ORD_100703,1,182,CUST_0182,17,PROD_0017,Air Fryers Pro-Series 2,Home & Kitchen,20260806,2026-08-06,2026-08-06 08:00:00,1,North America,Standard,5,438.78,0.0,2193.9,2193.9,Credit Card
704,ORD_100704,1,403,CUST_0403,12,PROD_0012,Smartwatches Pro-Series 3,Consumer Electronics,20260419,2026-04-19,2026-04-19 05:00:00,4,LATAM,Standard,1,414.15,0.0,414.15,414.15,Debit Card
705,ORD_100705,1,301,CUST_0301,30,PROD_0030,Women's Sneakers Pro-Series 3,Apparel & Fashion,20251101,2025-11-01,2025-11-01 10:00:00,4,LATAM,Premium,5,378.05,189.03,1890.25,1701.22,Apple Pay
706,ORD_100706,1,95,CUST_0095,6,PROD_0006,Laptops Pro-Series 3,Consumer Electronics,20250711,2025-07-11,2025-07-11 06:00:00,3,APAC,Premium,1,304.52,45.68,304.52,258.84,Credit Card
707,ORD_100707,1,60,CUST_0060,1,PROD_0001,Smartphones Pro-Series 1,Consumer Electronics,20250106,2025-01-06,2025-01-06 12:00:00,2,EMEA,Standard,4,247.49,148.49,989.96,841.47,Debit Card
708,ORD_100708,1,317,CUST_0317,40,PROD_0040,Tech Guides Pro-Series 1,Books & Media,20260514,2026-05-14,2026-05-14 09:00:00,3,APAC,Standard,4,507.6,203.04,2030.4,1827.36,Credit Card
709,ORD_100709,1,8,CUST_0008,13,PROD_0013,Coffee Makers Pro-Series 1,Home & Kitchen,20250509,2025-05-09,2025-05-09 04:00:00,1,North America,Standard,1,177.25,8.86,177.25,168.39,Credit Card
710,ORD_100710,1,333,CUST_0333,10,PROD_0010,Smartwatches Pro-Series 1,Consumer Electronics,20250803,2025-08-03,2025-08-03 15:00:00,2,EMEA,Premium,4,238.77,47.75,955.08,907.33,Credit Card
711,ORD_100711,1,76,CUST_0076,31,PROD_0031,Sportswear Pro-Series 1,Apparel & Fashion,20251105,2025-11-05,2025-11-05 14:00:00,4,LATAM,Premium,1,610.97,0.0,610.97,610.97,PayPal
712,ORD_100712,1,360,CUST_0360,29,PROD_0029,Women's Sneakers Pro-Series 2,Apparel & Fashion,20250606,2025-06-06,2025-06-06 23:00:00,4,LATAM,Premium,4,420.39,0.0,1681.56,1681.56,Debit Card
713,ORD_100713,1,104,CUST_0104,19,PROD_0019,Blenders Pro-Series 1,Home & Kitchen,20260823,2026-08-23,2026-08-23 07:00:00,4,LATAM,VIP,1,523.93,52.39,523.93,471.54,Credit Card
714,ORD_100714,1,434,CUST_0434,28,PROD_0028,Women's Sneakers Pro-Series 1,Apparel & Fashion,20250416,2025-04-16,2025-04-16 20:00:00,4,LATAM,VIP,4,301.74,120.7,1206.96,1086.26,Credit Card
715,ORD_100715,1,249,CUST_0249,33,PROD_0033,Sportswear Pro-Series 3,Apparel & Fashion,20260515,2026-05-15,2026-05-15 12:00:00,4,LATAM,Standard,2,230.01,0.0,460.02,460.02,Credit Card
716,ORD_100716,1,162,CUST_0162,36,PROD_0036,Watches Pro-Series 3,Apparel & Fashion,20260309,2026-03-09,2026-03-09 18:00:00,1,North America,Premium,3,387.69,174.46,1163.07,988.61,Debit Card
